teamname,bcs,team,opponent,line,overunder,ownscore,opponentscore,vseteamname,date,day,month,year,season,realspread,win,tie
Iowa State,1,101,64,1.5,52.5,26,42,"Iowa State University (Ames, IA) ",21oct2006,21,10,2006,2006,-16,0,0
Iowa State,1,101,90,9,42,16,33,"Iowa State University (Ames, IA) ",11nov2006,11,11,2006,2006,-17,0,0
Iowa State,1,101,82,-10,53.5,45,43,"Iowa State University (Ames, IA) ",31aug2006,31,8,2006,2006,2,1,0
Iowa State,1,101,131,24.5,53.5,14,37,"Iowa State University (Ames, IA) ",23sep2006,23,9,2006,2006,-23,0,0
Iowa State,1,101,49,27,55.5,7,45,"Iowa State University (Ames, IA) ",17nov2007,17,11,2007,2007,-38,0,0
Iowa State,1,101,Northern Iowa,,,13,24,"Iowa State University (Ames, IA) ",08sep2007,8,9,2007,2007,-11,0,0
Iowa State,1,101,139,30.5,57,7,17,"Iowa State University (Ames, IA) ",20oct2007,20,10,2007,2007,-10,0,0
Iowa State,1,101,133,17.5,43,15,13,"Iowa State University (Ames, IA) ",15sep2007,15,9,2007,2007,2,1,0
Iowa State,1,101,130,15,52,31,20,"Iowa State University (Ames, IA) ",03nov2007,3,11,2007,2007,11,1,0
Iowa State,1,101,64,24,65,17,42,"Iowa State University (Ames, IA) ",06oct2007,6,10,2007,2007,-25,0,0
Iowa State,1,101,55,21.5,54.5,17,35,"Iowa State University (Ames, IA) ",29sep2007,29,9,2007,2007,-18,0,0
Iowa State,1,101,131,16.5,52,3,56,"Iowa State University (Ames, IA) ",13oct2007,13,10,2007,2007,-53,0,0
Iowa State,1,101,90,4,48,31,28,"Iowa State University (Ames, IA) ",10nov2007,10,11,2007,2007,3,1,0
Iowa State,1,101,123,-3.5,45.5,14,23,"Iowa State University (Ames, IA) ",30aug2007,30,8,2007,2007,-9,0,0
Iowa State,1,101,119,28.5,57,28,42,"Iowa State University (Ames, IA) ",27oct2007,27,10,2007,2007,-14,0,0
Iowa State,1,101,82,-3,54,35,36,"Iowa State University (Ames, IA) ",22sep2007,22,9,2007,2007,-1,0,0
Iowa State,1,101,88,4.5,57,10,38,"Iowa State University (Ames, IA) ",11oct2008,11,10,2008,2008,-28,0,0
Iowa State,1,101,123,-7.5,43,48,28,"Iowa State University (Ames, IA) ",06sep2008,6,9,2008,2008,20,1,0
Iowa State,1,101,49,11,50,33,35,"Iowa State University (Ames, IA) ",04oct2008,4,10,2008,2008,-2,0,0
Iowa State,1,101,South Dakota St,,,44,17,"Iowa State University (Ames, IA) ",28aug2008,28,8,2008,2008,27,1,0
Iowa State,1,101,119,26,63.5,20,52,"Iowa State University (Ames, IA) ",15nov2008,15,11,2008,2008,-32,0,0
Iowa State,1,101,55,7,54,7,35,"Iowa State University (Ames, IA) ",18oct2008,18,10,2008,2008,-28,0,0
Iowa State,1,101,108,1.5,50,31,34,"Iowa State University (Ames, IA) ",20sep2008,20,9,2008,2008,-3,0,0
Iowa State,1,101,133,13,47.5,5,17,"Iowa State University (Ames, IA) ",13sep2008,13,9,2008,2008,-12,0,0
Iowa State,1,101,90,10.5,47,24,28,"Iowa State University (Ames, IA) ",08nov2008,8,11,2008,2008,-4,0,0
Iowa State,1,101,53,30.5,60.5,17,59,"Iowa State University (Ames, IA) ",01nov2008,1,11,2008,2008,-42,0,0
Iowa State,1,101,120,-3,52.5,35,49,"Iowa State University (Ames, IA) ",25oct2008,25,10,2008,2008,-14,0,0
Iowa State,1,101,130,10.5,66.5,30,38,"Iowa State University (Ames, IA) ",22nov2008,22,11,2008,2008,-8,0,0
Iowa State,1,101,55,20.5,51.5,9,7,"Iowa State University (Ames, IA) ",24oct2009,24,10,2009,2009,2,1,0
Iowa State,1,101,120,6.5,61.5,10,35,"Iowa State University (Ames, IA) ",31oct2009,31,10,2009,2009,-25,0,0
Iowa State,1,101,123,-3,47.5,34,14,"Iowa State University (Ames, IA) ",19sep2009,19,9,2009,2009,20,1,0
Iowa State,1,101,49,19.5,57.5,36,41,"Iowa State University (Ames, IA) ",10oct2009,10,10,2009,2009,-5,0,0
Iowa State,1,101,119,15,51.5,24,34,"Iowa State University (Ames, IA) ",21nov2009,21,11,2009,2009,-10,0,0
Iowa State,1,101,130,-3,49.5,23,24,"Iowa State University (Ames, IA) ",03oct2009,3,10,2009,2009,-1,0,0
Iowa State,1,101,140,,48.5,14,13,"Iowa State University (Ames, IA) ",31dec2009,31,12,2009,2009,,,0
Iowa State,1,101,North Dakota State,,,34,17,"Iowa State University (Ames, IA) ",03sep2009,3,9,2009,2009,17,1,0
Iowa State,1,101,127,-10.5,46.5,31,10,"Iowa State University (Ames, IA) ",26sep2009,26,9,2009,2009,21,1,0
Iowa State,1,101,53,7.5,54,8,34,"Iowa State University (Ames, IA) ",07nov2009,7,11,2009,2009,-26,0,0
Iowa State,1,101,133,6.5,47.5,3,35,"Iowa State University (Ames, IA) ",12sep2009,12,9,2009,2009,-32,0,0
Iowa State,1,101,88,-2.5,52.5,24,10,"Iowa State University (Ames, IA) ",17oct2009,17,10,2009,2009,14,1,0
Iowa State,1,101,90,-5,48.5,17,10,"Iowa State University (Ames, IA) ",14nov2009,14,11,2009,2009,7,1,0
Kansas,1,49,115,-6.5,,42,16,"University of Kansas (Lawrence, KS) ",14sep1985,14,9,1985,1985,26,1,0
Kansas,1,49,53,0,,10,17,"University of Kansas (Lawrence, KS) ",26oct1985,26,10,1985,1985,-7,0,0
Kansas,1,49,50,-4,,33,27,"University of Kansas (Lawrence, KS) ",31aug1985,31,8,1985,1985,6,1,0
Kansas,1,49,119,-7,,34,20,"University of Kansas (Lawrence, KS) ",23nov1985,23,11,1985,1985,14,1,0
Kansas,1,49,55,24.5,,6,56,"University of Kansas (Lawrence, KS) ",16nov1985,16,11,1985,1985,-50,0,0
Kansas,1,49,101,-14,,21,22,"University of Kansas (Lawrence, KS) ",12oct1985,12,10,1985,1985,-1,0,0
Kansas,1,49,47,13,,20,24,"University of Kansas (Lawrence, KS) ",28sep1985,28,9,1985,1985,-4,0,0
Kansas,1,49,90,-2.5,,3,14,"University of Kansas (Lawrence, KS) ",09nov1985,9,11,1985,1985,-11,0,0
Kansas,1,49,130,-22,,38,7,"University of Kansas (Lawrence, KS) ",19oct1985,19,10,1985,1985,31,1,0
Kansas,1,49,139,13.5,,6,48,"University of Kansas (Lawrence, KS) ",02nov1985,2,11,1985,1985,-42,0,0
Kansas,1,49,100,-13,,16,13,"University of Kansas (Lawrence, KS) ",20sep1986,20,9,1986,1986,3,1,0
Kansas,1,49,53,14,,6,24,"University of Kansas (Lawrence, KS) ",25oct1986,25,10,1986,1986,-18,0,0
Kansas,1,49,130,-8,,12,29,"University of Kansas (Lawrence, KS) ",18oct1986,18,10,1986,1986,-17,0,0
Kansas,1,49,119,7,,0,48,"University of Kansas (Lawrence, KS) ",22nov1986,22,11,1986,1986,-48,0,0
Kansas,1,49,139,40,,3,64,"University of Kansas (Lawrence, KS) ",01nov1986,1,11,1986,1986,-61,0,0
Kansas,1,49,65,7,,0,20,"University of Kansas (Lawrence, KS) ",13sep1986,13,9,1986,1986,-20,0,0
Kansas,1,49,90,24.5,,10,17,"University of Kansas (Lawrence, KS) ",08nov1986,8,11,1986,1986,-7,0,0
Kansas,1,49,101,-1,,10,13,"University of Kansas (Lawrence, KS) ",11oct1986,11,10,1986,1986,-3,0,0
Kansas,1,49,55,31,,0,70,"University of Kansas (Lawrence, KS) ",15nov1986,15,11,1986,1986,-70,0,0
Kansas,1,49,90,30,,10,35,"University of Kansas (Lawrence, KS) ",17oct1987,17,10,1987,1987,-25,0,0
Kansas,1,49,119,26.5,,7,19,"University of Kansas (Lawrence, KS) ",21nov1987,21,11,1987,1987,-12,0,0
Kansas,1,49,55,48.5,,2,54,"University of Kansas (Lawrence, KS) ",10oct1987,10,10,1987,1987,-52,0,0
Kansas,1,49,130,3,,17,17,"University of Kansas (Lawrence, KS) ",07nov1987,7,11,1987,1987,0,0,1
Kansas,1,49,101,3.5,,28,42,"University of Kansas (Lawrence, KS) ",24oct1987,24,10,1987,1987,-14,0,0
Kansas,1,49,84,35.5,,0,49,"University of Kansas (Lawrence, KS) ",12sep1987,12,9,1987,1987,-49,0,0
Kansas,1,49,57,0,,11,16,"University of Kansas (Lawrence, KS) ",26sep1987,26,9,1987,1987,-5,0,0
Kansas,1,49,123,0,,17,31,"University of Kansas (Lawrence, KS) ",19sep1987,19,9,1987,1987,-14,0,0
Kansas,1,49,139,54.5,,10,71,"University of Kansas (Lawrence, KS) ",31oct1987,31,10,1987,1987,-61,0,0
Kansas,1,49,53,30,,17,49,"University of Kansas (Lawrence, KS) ",14nov1987,14,11,1987,1987,-32,0,0
Kansas,1,49,139,51.5,,14,63,"University of Kansas (Lawrence, KS) ",29oct1988,29,10,1988,1988,-49,0,0
Kansas,1,49,101,20,,14,42,"University of Kansas (Lawrence, KS) ",22oct1988,22,10,1988,1988,-28,0,0
Kansas,1,49,44,23.5,,21,52,"University of Kansas (Lawrence, KS) ",24sep1988,24,9,1988,1988,-31,0,0
Kansas,1,49,130,2.5,,30,12,"University of Kansas (Lawrence, KS) ",05nov1988,5,11,1988,1988,18,1,0
Kansas,1,49,84,37,,7,56,"University of Kansas (Lawrence, KS) ",17sep1988,17,9,1988,1988,-49,0,0
Kansas,1,49,88,18,,14,27,"University of Kansas (Lawrence, KS) ",10sep1988,10,9,1988,1988,-13,0,0
Kansas,1,49,53,39,,24,63,"University of Kansas (Lawrence, KS) ",12nov1988,12,11,1988,1988,-39,0,0
Kansas,1,49,55,49.5,,10,63,"University of Kansas (Lawrence, KS) ",08oct1988,8,10,1988,1988,-53,0,0
Kansas,1,49,119,14,,17,55,"University of Kansas (Lawrence, KS) ",19nov1988,19,11,1988,1988,-38,0,0
Kansas,1,49,90,33.5,,9,21,"University of Kansas (Lawrence, KS) ",15oct1988,15,10,1988,1988,-12,0,0
Kansas,1,49,74,0,,29,42,"University of Kansas (Lawrence, KS) ",01oct1988,1,10,1988,1988,-13,0,0
Kansas,1,49,123,-12.5,,28,21,"University of Kansas (Lawrence, KS) ",16sep1989,16,9,1989,1989,7,1,0
Kansas,1,49,139,38.5,,6,45,"University of Kansas (Lawrence, KS) ",30sep1989,30,9,1989,1989,-39,0,0
Kansas,1,49,88,21,,3,46,"University of Kansas (Lawrence, KS) ",23sep1989,23,9,1989,1989,-43,0,0
Kansas,1,49,53,9.5,,24,37,"University of Kansas (Lawrence, KS) ",04nov1989,4,11,1989,1989,-13,0,0
Kansas,1,49,119,9,,46,44,"University of Kansas (Lawrence, KS) ",18nov1989,18,11,1989,1989,2,1,0
Kansas,1,49,55,44,,14,51,"University of Kansas (Lawrence, KS) ",11nov1989,11,11,1989,1989,-37,0,0
Kansas,1,49,101,9.5,,20,24,"University of Kansas (Lawrence, KS) ",07oct1989,7,10,1989,1989,-4,0,0
Kansas,1,49,130,0,,21,16,"University of Kansas (Lawrence, KS) ",28oct1989,28,10,1989,1989,5,1,0
Kansas,1,49,61,16,,28,33,"University of Kansas (Lawrence, KS) ",09sep1989,9,9,1989,1989,-5,0,0
Kansas,1,49,90,43.5,,17,49,"University of Kansas (Lawrence, KS) ",21oct1989,21,10,1989,1989,-32,0,0
Kansas,1,49,70,36,,0,34,"University of Kansas (Lawrence, KS) ",13oct1990,13,10,1990,1990,-34,0,0
Kansas,1,49,53,6,,31,30,"University of Kansas (Lawrence, KS) ",03nov1990,3,11,1990,1990,1,1,0
Kansas,1,49,130,-5,,27,24,"University of Kansas (Lawrence, KS) ",27oct1990,27,10,1990,1990,3,1,0
Kansas,1,49,81,8,,38,12,"University of Kansas (Lawrence, KS) ",08sep1990,8,9,1990,1990,26,1,0
Kansas,1,49,139,41,,17,31,"University of Kansas (Lawrence, KS) ",29sep1990,29,9,1990,1990,-14,0,0
Kansas,1,49,101,10,,34,34,"University of Kansas (Lawrence, KS) ",06oct1990,6,10,1990,1990,0,0,1
Kansas,1,49,61,21,,16,28,"University of Kansas (Lawrence, KS) ",15sep1990,15,9,1990,1990,-12,0,0
Kansas,1,49,119,-2.5,,21,31,"University of Kansas (Lawrence, KS) ",17nov1990,17,11,1990,1990,-10,0,0
Kansas,1,49,134,20,,10,59,"University of Kansas (Lawrence, KS) ",01sep1990,1,9,1990,1990,-49,0,0
Kansas,1,49,90,17.5,,10,41,"University of Kansas (Lawrence, KS) ",20oct1990,20,10,1990,1990,-31,0,0
Kansas,1,49,55,26,,9,41,"University of Kansas (Lawrence, KS) ",10nov1990,10,11,1990,1990,-32,0,0
Kansas,1,49,97,-5.5,,23,17,"University of Kansas (Lawrence, KS) ",14sep1991,14,9,1991,1991,6,1,0
Kansas,1,49,90,17,,24,30,"University of Kansas (Lawrence, KS) ",16nov1991,16,11,1991,1991,-6,0,0
Kansas,1,49,134,9.5,,19,31,"University of Kansas (Lawrence, KS) ",05oct1991,5,10,1991,1991,-12,0,0
Kansas,1,49,101,-3.5,,41,0,"University of Kansas (Lawrence, KS) ",19oct1991,19,10,1991,1991,41,1,0
Kansas,1,49,55,15.5,,23,59,"University of Kansas (Lawrence, KS) ",09nov1991,9,11,1991,1991,-36,0,0
Kansas,1,49,119,-14,,53,29,"University of Kansas (Lawrence, KS) ",23nov1991,23,11,1991,1991,24,1,0
Kansas,1,49,53,-7.5,,31,0,"University of Kansas (Lawrence, KS) ",02nov1991,2,11,1991,1991,31,1,0
Kansas,1,49,74,-24.5,,54,14,"University of Kansas (Lawrence, KS) ",21sep1991,21,9,1991,1991,40,1,0
Kansas,1,49,82,-6.5,,30,7,"University of Kansas (Lawrence, KS) ",07sep1991,7,9,1991,1991,23,1,0
Kansas,1,49,139,14,,3,41,"University of Kansas (Lawrence, KS) ",26oct1991,26,10,1991,1991,-38,0,0
Kansas,1,49,130,-9,,12,16,"University of Kansas (Lawrence, KS) ",12oct1991,12,10,1991,1991,-4,0,0
Kansas,1,49,33,,47.5,23,20,"University of Kansas (Lawrence, KS) ",25dec1992,25,12,1992,1992,,,0
Kansas,1,49,101,-15,,50,47,"University of Kansas (Lawrence, KS) ",17oct1992,17,10,1992,1992,3,1,0
Kansas,1,49,86,-17,,62,10,"University of Kansas (Lawrence, KS) ",12sep1992,12,9,1992,1992,52,1,0
Kansas,1,49,53,-20,,26,18,"University of Kansas (Lawrence, KS) ",31oct1992,31,10,1992,1992,8,1,0
Kansas,1,49,55,14,54.5,7,49,"University of Kansas (Lawrence, KS) ",07nov1992,7,11,1992,1992,-42,0,0
Kansas,1,49,81,-14,,49,20,"University of Kansas (Lawrence, KS) ",05sep1992,5,9,1992,1992,29,1,0
Kansas,1,49,97,-3,,40,7,"University of Kansas (Lawrence, KS) ",19sep1992,19,9,1992,1992,33,1,0
Kansas,1,49,139,0,,27,10,"University of Kansas (Lawrence, KS) ",24oct1992,24,10,1992,1992,17,1,0
Kansas,1,49,119,-7.5,,17,22,"University of Kansas (Lawrence, KS) ",21nov1992,21,11,1992,1992,-5,0,0
Kansas,1,49,130,-12.5,,31,7,"University of Kansas (Lawrence, KS) ",10oct1992,10,10,1992,1992,24,1,0
Kansas,1,49,44,-6,,23,27,"University of Kansas (Lawrence, KS) ",24sep1992,24,9,1992,1992,-4,0,0
Kansas,1,49,90,3,44.5,18,25,"University of Kansas (Lawrence, KS) ",14nov1992,14,11,1992,1992,-7,0,0
Kansas,1,49,101,-6,,35,20,"University of Kansas (Lawrence, KS) ",16oct1993,16,10,1993,1993,15,1,0
Kansas,1,49,55,17,,20,21,"University of Kansas (Lawrence, KS) ",06nov1993,6,11,1993,1993,-1,0,0
Kansas,1,49,47,26.5,,0,42,"University of Kansas (Lawrence, KS) ",28aug1993,28,8,1993,1993,-42,0,0
Kansas,1,49,119,-10.5,,28,0,"University of Kansas (Lawrence, KS) ",20nov1993,20,11,1993,1993,28,1,0
Kansas,1,49,53,0,,13,6,"University of Kansas (Lawrence, KS) ",30oct1993,30,10,1993,1993,7,1,0
Kansas,1,49,89,-4.5,,24,6,"University of Kansas (Lawrence, KS) ",02oct1993,2,10,1993,1993,18,1,0
Kansas,1,49,90,15.5,,14,38,"University of Kansas (Lawrence, KS) ",13nov1993,13,11,1993,1993,-24,0,0
Kansas,1,49,130,2.5,,9,10,"University of Kansas (Lawrence, KS) ",09oct1993,9,10,1993,1993,-1,0,0
Kansas,1,49,93,-7.5,,16,41,"University of Kansas (Lawrence, KS) ",18sep1993,18,9,1993,1993,-25,0,0
Kansas,1,49,139,19,,23,38,"University of Kansas (Lawrence, KS) ",23oct1993,23,10,1993,1993,-15,0,0
Kansas,1,49,113,7,,14,31,"University of Kansas (Lawrence, KS) ",11sep1993,11,9,1993,1993,-17,0,0
Kansas,1,49,146,0,,72,0,"University of Kansas (Lawrence, KS) ",24sep1994,24,9,1994,1994,72,1,0
Kansas,1,49,110,-5.5,,21,31,"University of Kansas (Lawrence, KS) ",17sep1994,17,9,1994,1994,-10,0,0
Kansas,1,49,53,-14.5,,24,14,"University of Kansas (Lawrence, KS) ",29oct1994,29,10,1994,1994,10,1,0
Kansas,1,49,119,-5,,31,14,"University of Kansas (Lawrence, KS) ",19nov1994,19,11,1994,1994,17,1,0
Kansas,1,49,130,-2,37.5,13,21,"University of Kansas (Lawrence, KS) ",06oct1994,6,10,1994,1994,-8,0,0
Kansas,1,49,101,-14,,41,23,"University of Kansas (Lawrence, KS) ",15oct1994,15,10,1994,1994,18,1,0
Kansas,1,49,139,-2,42.5,17,20,"University of Kansas (Lawrence, KS) ",22oct1994,22,10,1994,1994,-3,0,0
Kansas,1,49,96,-16,,35,13,"University of Kansas (Lawrence, KS) ",01sep1994,1,9,1994,1994,22,1,0
Kansas,1,49,55,21,,17,45,"University of Kansas (Lawrence, KS) ",05nov1994,5,11,1994,1994,-28,0,0
Kansas,1,49,90,13.5,,26,51,"University of Kansas (Lawrence, KS) ",12nov1994,12,11,1994,1994,-25,0,0
Kansas,1,49,113,-4,,17,10,"University of Kansas (Lawrence, KS) ",10sep1994,10,9,1994,1994,7,1,0
Kansas,1,49,53,-10,,22,17,"University of Kansas (Lawrence, KS) ",18nov1995,18,11,1995,1995,5,1,0
Kansas,1,49,139,6.5,45.5,38,17,"University of Kansas (Lawrence, KS) ",21oct1995,21,10,1995,1995,21,1,0
Kansas,1,49,99,-19,,27,10,"University of Kansas (Lawrence, KS) ",09sep1995,9,9,1995,1995,17,1,0
Kansas,1,49,130,1,,7,41,"University of Kansas (Lawrence, KS) ",28oct1995,28,10,1995,1995,-34,0,0
Kansas,1,49,55,25,,3,41,"University of Kansas (Lawrence, KS) ",11nov1995,11,11,1995,1995,-38,0,0
Kansas,1,49,119,-20,,42,23,"University of Kansas (Lawrence, KS) ",04nov1995,4,11,1995,1995,19,1,0
Kansas,1,49,110,-4,45,38,20,"University of Kansas (Lawrence, KS) ",14sep1995,14,9,1995,1995,18,1,0
Kansas,1,49,90,22,,40,24,"University of Kansas (Lawrence, KS) ",07oct1995,7,10,1995,1995,16,1,0
Kansas,1,49,46,-16,,23,18,"University of Kansas (Lawrence, KS) ",02sep1995,2,9,1995,1995,5,1,0
Kansas,1,49,96,-22,,20,13,"University of Kansas (Lawrence, KS) ",23sep1995,23,9,1995,1995,7,1,0
Kansas,1,49,101,-17,,34,7,"University of Kansas (Lawrence, KS) ",14oct1995,14,10,1995,1995,27,1,0
Kansas,1,49,91,,49,51,30,"University of Kansas (Lawrence, KS) ",25dec1995,25,12,1995,1995,,,0
Kansas,1,49,90,8.5,,7,20,"University of Kansas (Lawrence, KS) ",19oct1996,19,10,1996,1996,-13,0,0
Kansas,1,49,110,,,52,17,"University of Kansas (Lawrence, KS) ",14sep1996,14,9,1996,1996,35,1,0
Kansas,1,49,64,-1,,17,30,"University of Kansas (Lawrence, KS) ",12oct1996,12,10,1996,1996,-13,0,0
Kansas,1,49,55,33.5,,7,63,"University of Kansas (Lawrence, KS) ",26oct1996,26,10,1996,1996,-56,0,0
Kansas,1,49,93,-2.5,,42,45,"University of Kansas (Lawrence, KS) ",28sep1996,28,9,1996,1996,-3,0,0
Kansas,1,49,139,-11,,52,24,"University of Kansas (Lawrence, KS) ",05oct1996,5,10,1996,1996,28,1,0
Kansas,1,49,131,6.5,,17,38,"University of Kansas (Lawrence, KS) ",16nov1996,16,11,1996,1996,-21,0,0
Kansas,1,49,86,-21,,35,10,"University of Kansas (Lawrence, KS) ",29aug1996,29,8,1996,1996,25,1,0
Kansas,1,49,119,-3,,25,42,"University of Kansas (Lawrence, KS) ",23nov1996,23,11,1996,1996,-17,0,0
Kansas,1,49,101,-7.5,,34,31,"University of Kansas (Lawrence, KS) ",02nov1996,2,11,1996,1996,3,1,0
Kansas,1,49,130,7,,12,38,"University of Kansas (Lawrence, KS) ",09nov1996,9,11,1996,1996,-26,0,0
Kansas,1,49,64,9.5,,7,17,"University of Kansas (Lawrence, KS) ",11oct1997,11,10,1997,1997,-10,0,0
Kansas,1,49,46,3.5,,7,34,"University of Kansas (Lawrence, KS) ",20sep1997,20,9,1997,1997,-27,0,0
Kansas,1,49,139,4.5,,20,17,"University of Kansas (Lawrence, KS) ",04oct1997,4,10,1997,1997,3,1,0
Kansas,1,49,55,38.5,,0,35,"University of Kansas (Lawrence, KS) ",25oct1997,25,10,1997,1997,-35,0,0
Kansas,1,49,130,23.5,,16,48,"University of Kansas (Lawrence, KS) ",08nov1997,8,11,1997,1997,-32,0,0
Kansas,1,49,110,-11,,17,10,"University of Kansas (Lawrence, KS) ",06sep1997,6,9,1997,1997,7,1,0
Kansas,1,49,101,-9.5,,34,24,"University of Kansas (Lawrence, KS) ",01nov1997,1,11,1997,1997,10,1,0
Kansas,1,49,146,,,24,0,"University of Kansas (Lawrence, KS) ",28aug1997,28,8,1997,1997,24,1,0
Kansas,1,49,119,-1,,15,7,"University of Kansas (Lawrence, KS) ",13sep1997,13,9,1997,1997,8,1,0
Kansas,1,49,131,6.5,,31,45,"University of Kansas (Lawrence, KS) ",15nov1997,15,11,1997,1997,-14,0,0
Kansas,1,49,90,17,,6,42,"University of Kansas (Lawrence, KS) ",18oct1997,18,10,1997,1997,-36,0,0
Kansas,1,49,119,17.5,,23,41,"University of Kansas (Lawrence, KS) ",12sep1998,12,9,1998,1998,-18,0,0
Kansas,1,49,90,7,44,33,17,"University of Kansas (Lawrence, KS) ",24oct1998,24,10,1998,1998,16,1,0
Kansas,1,49,88,6,,24,31,"University of Kansas (Lawrence, KS) ",10oct1998,10,10,1998,1998,-7,0,0
Kansas,1,49,99,-15,,23,14,"University of Kansas (Lawrence, KS) ",07nov1998,7,11,1998,1998,9,1,0
Kansas,1,49,Illinois State,,,63,21,"University of Kansas (Lawrence, KS) ",19sep1998,19,9,1998,1998,42,1,0
Kansas,1,49,120,13.5,,21,24,"University of Kansas (Lawrence, KS) ",03oct1998,3,10,1998,1998,-3,0,0
Kansas,1,49,53,9,,28,38,"University of Kansas (Lawrence, KS) ",05sep1998,5,9,1998,1998,-10,0,0
Kansas,1,49,146,-6.5,,39,37,"University of Kansas (Lawrence, KS) ",26sep1998,26,9,1998,1998,2,1,0
Kansas,1,49,55,34,,0,41,"University of Kansas (Lawrence, KS) ",17oct1998,17,10,1998,1998,-41,0,0
Kansas,1,49,130,27,,6,54,"University of Kansas (Lawrence, KS) ",31oct1998,31,10,1998,1998,-48,0,0
Kansas,1,49,101,-2.5,,20,23,"University of Kansas (Lawrence, KS) ",21nov1998,21,11,1998,1998,-3,0,0
Kansas,1,49,Cal State - Northridge,,,71,14,"University of Kansas (Lawrence, KS) ",11sep1999,11,9,1999,1999,57,1,0
Kansas,1,49,88,-14,,45,10,"University of Kansas (Lawrence, KS) ",06nov1999,6,11,1999,1999,35,1,0
Kansas,1,49,119,8,,21,0,"University of Kansas (Lawrence, KS) ",23oct1999,23,10,1999,1999,21,1,0
Kansas,1,49,102,17,51,13,48,"University of Kansas (Lawrence, KS) ",28aug1999,28,8,1999,1999,-35,0,0
Kansas,1,49,120,32,,17,34,"University of Kansas (Lawrence, KS) ",16oct1999,16,10,1999,1999,-17,0,0
Kansas,1,49,101,-3.5,,31,28,"University of Kansas (Lawrence, KS) ",20nov1999,20,11,1999,1999,3,1,0
Kansas,1,49,53,7,,13,45,"University of Kansas (Lawrence, KS) ",13nov1999,13,11,1999,1999,-32,0,0
Kansas,1,49,130,29.5,,9,50,"University of Kansas (Lawrence, KS) ",09oct1999,9,10,1999,1999,-41,0,0
Kansas,1,49,73,-8,,27,9,"University of Kansas (Lawrence, KS) ",02oct1999,2,10,1999,1999,18,1,0
Kansas,1,49,132,-1,,13,41,"University of Kansas (Lawrence, KS) ",25sep1999,25,9,1999,1999,-28,0,0
Kansas,1,49,55,32,,17,24,"University of Kansas (Lawrence, KS) ",30oct1999,30,10,1999,1999,-7,0,0
Kansas,1,49,90,16,57,17,51,"University of Kansas (Lawrence, KS) ",18sep1999,18,9,1999,1999,-34,0,0
Kansas,1,49,101,9.5,,17,38,"University of Kansas (Lawrence, KS) ",18nov2000,18,11,2000,2000,-21,0,0
Kansas,1,49,64,-3,,39,45,"University of Kansas (Lawrence, KS) ",28oct2000,28,10,2000,2000,-6,0,0
Kansas,1,49,130,24,,13,52,"University of Kansas (Lawrence, KS) ",07oct2000,7,10,2000,2000,-39,0,0
Kansas,1,49,131,11.5,,16,51,"University of Kansas (Lawrence, KS) ",11nov2000,11,11,2000,2000,-35,0,0
Kansas,1,49,55,31.5,,17,56,"University of Kansas (Lawrence, KS) ",04nov2000,4,11,2000,2000,-39,0,0
Kansas,1,49,73,-3,,17,31,"University of Kansas (Lawrence, KS) ",01sep2000,1,9,2000,2000,-14,0,0
Kansas,1,49,146,-9.5,,23,20,"University of Kansas (Lawrence, KS) ",16sep2000,16,9,2000,2000,3,1,0
Kansas,1,49,Southern Illinois,,,42,0,"University of Kansas (Lawrence, KS) ",23sep2000,23,9,2000,2000,42,1,0
Kansas,1,49,139,24.5,,16,34,"University of Kansas (Lawrence, KS) ",30sep2000,30,9,2000,2000,-18,0,0
Kansas,1,49,90,1.5,,23,15,"University of Kansas (Lawrence, KS) ",21oct2000,21,10,2000,2000,8,1,0
Kansas,1,49,119,6.5,,38,17,"University of Kansas (Lawrence, KS) ",14oct2000,14,10,2000,2000,21,1,0
Kansas,1,49,55,31,,7,51,"University of Kansas (Lawrence, KS) ",03nov2001,3,11,2001,2001,-44,0,0
Kansas,1,49,64,13,,34,31,"University of Kansas (Lawrence, KS) ",06oct2001,6,10,2001,2001,3,1,0
Kansas,1,49,101,10,53,7,49,"University of Kansas (Lawrence, KS) ",17nov2001,17,11,2001,2001,-42,0,0
Kansas,1,49,SW Missouri State,,,24,10,"University of Kansas (Lawrence, KS) ",01sep2001,1,9,2001,2001,14,1,0
Kansas,1,49,119,1,,34,38,"University of Kansas (Lawrence, KS) ",20oct2001,20,10,2001,2001,-4,0,0
Kansas,1,49,90,26,,16,27,"University of Kansas (Lawrence, KS) ",22sep2001,22,9,2001,2001,-11,0,0
Kansas,1,49,130,22,,6,40,"University of Kansas (Lawrence, KS) ",27oct2001,27,10,2001,2001,-34,0,0
Kansas,1,49,131,34.5,,0,59,"University of Kansas (Lawrence, KS) ",10nov2001,10,11,2001,2001,-59,0,0
Kansas,1,49,87,-5.5,,27,14,"University of Kansas (Lawrence, KS) ",24nov2001,24,11,2001,2001,13,1,0
Kansas,1,49,91,12.5,51,17,41,"University of Kansas (Lawrence, KS) ",08sep2001,8,9,2001,2001,-24,0,0
Kansas,1,49,139,21.5,,10,38,"University of Kansas (Lawrence, KS) ",13oct2001,13,10,2001,2001,-28,0,0
Kansas,1,49,120,23.5,,22,47,"University of Kansas (Lawrence, KS) ",19oct2002,19,10,2002,2002,-25,0,0
Kansas,1,49,101,21.5,,3,45,"University of Kansas (Lawrence, KS) ",31aug2002,31,8,2002,2002,-42,0,0
