teamname,bcs,team,opponent,line,overunder,ownscore,opponentscore,vseteamname,date,day,month,year,season,realspread,win,tie
Kansas,1,49,97,-4,49,43,33,"University of Kansas (Lawrence, KS) ",28sep2002,28,9,2002,2002,10,1,0
Kansas,1,49,90,20,,29,53,"University of Kansas (Lawrence, KS) ",12oct2002,12,10,2002,2002,-24,0,0
Kansas,1,49,88,4.5,55,32,35,"University of Kansas (Lawrence, KS) ",05oct2002,5,10,2002,2002,-3,0,0
Kansas,1,49,55,36,59.5,7,45,"University of Kansas (Lawrence, KS) ",09nov2002,9,11,2002,2002,-38,0,0
Kansas,1,49,130,33.5,56.5,0,64,"University of Kansas (Lawrence, KS) ",02nov2002,2,11,2002,2002,-64,0,0
Kansas,1,49,108,15,47.5,20,31,"University of Kansas (Lawrence, KS) ",07sep2002,7,9,2002,2002,-11,0,0
Kansas,1,49,119,22,61.5,12,36,"University of Kansas (Lawrence, KS) ",26oct2002,26,10,2002,2002,-24,0,0
Kansas,1,49,SW Missouri State,,,44,24,"University of Kansas (Lawrence, KS) ",14sep2002,14,9,2002,2002,20,1,0
Kansas,1,49,53,23,,20,55,"University of Kansas (Lawrence, KS) ",16nov2002,16,11,2002,2002,-35,0,0
Kansas,1,49,85,11,,16,39,"University of Kansas (Lawrence, KS) ",21sep2002,21,9,2002,2002,-23,0,0
Kansas,1,49,87,3.5,60,42,35,"University of Kansas (Lawrence, KS) ",13sep2003,13,9,2003,2003,7,1,0
Kansas,1,49,130,20,64,6,42,"University of Kansas (Lawrence, KS) ",25oct2003,25,10,2003,2003,-36,0,0
Kansas,1,49,119,9.5,61.5,35,14,"University of Kansas (Lawrence, KS) ",27sep2003,27,9,2003,2003,21,1,0
Kansas,1,49,53,20,63,21,44,"University of Kansas (Lawrence, KS) ",15nov2003,15,11,2003,2003,-23,0,0
Kansas,1,49,Jacksonville State,,,41,6,"University of Kansas (Lawrence, KS) ",20sep2003,20,9,2003,2003,35,1,0
Kansas,1,49,90,6,62,47,50,"University of Kansas (Lawrence, KS) ",11oct2003,11,10,2003,2003,-3,0,0
Kansas,1,49,88,-23,63,28,21,"University of Kansas (Lawrence, KS) ",18oct2003,18,10,2003,2003,7,1,0
Kansas,1,49,101,-10,56,36,7,"University of Kansas (Lawrence, KS) ",22nov2003,22,11,2003,2003,29,1,0
Kansas,1,49,120,13.5,56,33,45,"University of Kansas (Lawrence, KS) ",01nov2003,1,11,2003,2003,-12,0,0
Kansas,1,49,55,17.5,51.5,3,24,"University of Kansas (Lawrence, KS) ",08nov2003,8,11,2003,2003,-21,0,0
Kansas,1,49,94,7,64,20,28,"University of Kansas (Lawrence, KS) ",30aug2003,30,8,2003,2003,-8,0,0
Kansas,1,49,108,11,56,46,24,"University of Kansas (Lawrence, KS) ",06sep2003,6,9,2003,2003,22,1,0
Kansas,1,49,79,,65,26,56,"University of Kansas (Lawrence, KS) ",22dec2003,22,12,2003,2003,,,0
Kansas,1,49,139,27,50,10,41,"University of Kansas (Lawrence, KS) ",23oct2004,23,10,2004,2004,-31,0,0
Kansas,1,49,119,11,44,31,14,"University of Kansas (Lawrence, KS) ",20nov2004,20,11,2004,2004,17,1,0
Kansas,1,49,94,2.5,59.5,17,20,"University of Kansas (Lawrence, KS) ",18sep2004,18,9,2004,2004,-3,0,0
Kansas,1,49,82,-3,,63,14,"University of Kansas (Lawrence, KS) ",11sep2004,11,9,2004,2004,49,1,0
Kansas,1,49,130,3,50,31,28,"University of Kansas (Lawrence, KS) ",09oct2004,9,10,2004,2004,3,1,0
Kansas,1,49,64,6,64.5,30,31,"University of Kansas (Lawrence, KS) ",25sep2004,25,9,2004,2004,-1,0,0
Kansas,1,49,101,-4,44,7,13,"University of Kansas (Lawrence, KS) ",30oct2004,30,10,2004,2004,-6,0,0
Kansas,1,49,90,-2.5,44,21,30,"University of Kansas (Lawrence, KS) ",06nov2004,6,11,2004,2004,-9,0,0
Kansas,1,49,131,23,52,23,27,"University of Kansas (Lawrence, KS) ",13nov2004,13,11,2004,2004,-4,0,0
Kansas,1,49,97,-4,,21,3,"University of Kansas (Lawrence, KS) ",04sep2004,4,9,2004,2004,18,1,0
Kansas,1,49,55,12.5,46,8,14,"University of Kansas (Lawrence, KS) ",02oct2004,2,10,2004,2004,-6,0,0
Kansas,1,49,57,-15.5,49.5,34,14,"University of Kansas (Lawrence, KS) ",17sep2005,17,9,2005,2005,20,1,0
Kansas,1,49,139,7,42,3,19,"University of Kansas (Lawrence, KS) ",15oct2005,15,10,2005,2005,-16,0,0
Kansas,1,49,221,-28.5,42,30,19,"University of Kansas (Lawrence, KS) ",03sep2005,3,9,2005,2005,11,1,0
Kansas,1,49,101,3,42,24,21,"University of Kansas (Lawrence, KS) ",26nov2005,26,11,2005,2005,3,1,0
Kansas,1,49,131,32,54,14,66,"University of Kansas (Lawrence, KS) ",12nov2005,12,11,2005,2005,-52,0,0
Kansas,1,49,119,3,51,13,3,"University of Kansas (Lawrence, KS) ",29oct2005,29,10,2005,2005,10,1,0
Kansas,1,49,130,5,50,3,12,"University of Kansas (Lawrence, KS) ",08oct2005,8,10,2005,2005,-9,0,0
Kansas,1,49,96,,49,42,13,"University of Kansas (Lawrence, KS) ",23dec2005,23,12,2005,2005,,,0
Kansas,1,49,55,0,37.5,40,15,"University of Kansas (Lawrence, KS) ",05nov2005,5,11,2005,2005,25,1,0
Kansas,1,49,90,16.5,41.5,13,44,"University of Kansas (Lawrence, KS) ",22oct2005,22,10,2005,2005,-31,0,0
Kansas,1,49,64,18.5,60.5,17,30,"University of Kansas (Lawrence, KS) ",01oct2005,1,10,2005,2005,-13,0,0
Kansas,1,49,Appalachian State,,,36,8,"University of Kansas (Lawrence, KS) ",10sep2005,10,9,2005,2005,28,1,0
Kansas,1,49,53,-2.5,52,32,42,"University of Kansas (Lawrence, KS) ",14oct2006,14,10,2006,2006,-10,0,0
Kansas,1,49,55,22.5,46,32,39,"University of Kansas (Lawrence, KS) ",30sep2006,30,9,2006,2006,-7,0,0
Kansas,1,49,119,7,51,17,42,"University of Kansas (Lawrence, KS) ",25nov2006,25,11,2006,2006,-25,0,0
Kansas,1,49,130,-3,50.5,39,20,"University of Kansas (Lawrence, KS) ",18nov2006,18,11,2006,2006,19,1,0
Kansas,1,49,120,1,52,18,21,"University of Kansas (Lawrence, KS) ",07oct2006,7,10,2006,2006,-3,0,0
Kansas,1,49,101,-1,,41,10,"University of Kansas (Lawrence, KS) ",04nov2006,4,11,2006,2006,31,1,0
Kansas,1,49,90,-1.5,42.5,20,15,"University of Kansas (Lawrence, KS) ",28oct2006,28,10,2006,2006,5,1,0
Kansas,1,49,137,-24,44.5,21,19,"University of Kansas (Lawrence, KS) ",09sep2006,9,9,2006,2006,2,1,0
Kansas,1,49,88,3.5,50.5,35,36,"University of Kansas (Lawrence, KS) ",21oct2006,21,10,2006,2006,-1,0,0
Kansas,1,49,Northwestern State,,,49,18,"University of Kansas (Lawrence, KS) ",02sep2006,2,9,2006,2006,31,1,0
Kansas,1,49,82,5,50,31,37,"University of Kansas (Lawrence, KS) ",15sep2006,15,9,2006,2006,-6,0,0
Kansas,1,49,204,-3.5,43,13,7,"University of Kansas (Lawrence, KS) ",23sep2006,23,9,2006,2006,6,1,0
Kansas,1,49,55,-19,55,76,39,"University of Kansas (Lawrence, KS) ",03nov2007,3,11,2007,2007,37,1,0
Kansas,1,49,130,3.5,54.5,30,24,"University of Kansas (Lawrence, KS) ",06oct2007,6,10,2007,2007,6,1,0
Kansas,1,49,119,-1,67,28,36,"University of Kansas (Lawrence, KS) ",24nov2007,24,11,2007,2007,-8,0,0
Kansas,1,49,101,-27,55.5,45,7,"University of Kansas (Lawrence, KS) ",17nov2007,17,11,2007,2007,38,1,0
Kansas,1,49,53,-5,67.5,43,28,"University of Kansas (Lawrence, KS) ",10nov2007,10,11,2007,2007,15,1,0
Kansas,1,49,45,,50.5,24,21,"University of Kansas (Lawrence, KS) ",03jan2008,3,1,2008,2007,,,0
Kansas,1,49,230,-35,54,55,3,"University of Kansas (Lawrence, KS) ",22sep2007,22,9,2007,2007,52,1,0
Kansas,1,49,82,-27,65.5,45,13,"University of Kansas (Lawrence, KS) ",15sep2007,15,9,2007,2007,32,1,0
Kansas,1,49,Southeastern Louisiana,,,62,0,"University of Kansas (Lawrence, KS) ",08sep2007,8,9,2007,2007,62,1,0
Kansas,1,49,141,-7.5,51,52,7,"University of Kansas (Lawrence, KS) ",01sep2007,1,9,2007,2007,45,1,0
Kansas,1,49,120,-2,54.5,19,11,"University of Kansas (Lawrence, KS) ",27oct2007,27,10,2007,2007,8,1,0
Kansas,1,49,90,-3,54,19,14,"University of Kansas (Lawrence, KS) ",20oct2007,20,10,2007,2007,5,1,0
Kansas,1,49,88,-26,57.5,58,10,"University of Kansas (Lawrence, KS) ",13oct2007,13,10,2007,2007,48,1,0
Kansas,1,49,Sam Houston State,,,38,14,"University of Kansas (Lawrence, KS) ",20sep2008,20,9,2008,2008,24,1,0
Kansas,1,49,204,4.5,51,34,37,"University of Kansas (Lawrence, KS) ",12sep2008,12,9,2008,2008,-3,0,0
Kansas,1,49,230,-36.5,56,40,10,"University of Kansas (Lawrence, KS) ",30aug2008,30,8,2008,2008,30,1,0
Kansas,1,49,139,19.5,59.5,31,45,"University of Kansas (Lawrence, KS) ",18oct2008,18,10,2008,2008,-14,0,0
Kansas,1,49,119,16,70,40,37,"University of Kansas (Lawrence, KS) ",29nov2008,29,11,2008,2008,3,1,0
Kansas,1,49,57,-21,53,29,0,"University of Kansas (Lawrence, KS) ",06sep2008,6,9,2008,2008,29,1,0
Kansas,1,49,64,2,68,21,63,"University of Kansas (Lawrence, KS) ",25oct2008,25,10,2008,2008,-42,0,0
Kansas,1,49,101,-11,50,35,33,"University of Kansas (Lawrence, KS) ",04oct2008,4,10,2008,2008,2,1,0
Kansas,1,49,130,-7.5,68,52,21,"University of Kansas (Lawrence, KS) ",01nov2008,1,11,2008,2008,31,1,0
Kansas,1,49,55,1.5,62.5,35,45,"University of Kansas (Lawrence, KS) ",08nov2008,8,11,2008,2008,-10,0,0
Kansas,1,49,90,-14,54,30,14,"University of Kansas (Lawrence, KS) ",11oct2008,11,10,2008,2008,16,1,0
Kansas,1,49,140,,60,42,21,"University of Kansas (Lawrence, KS) ",31dec2008,31,12,2008,2008,,,0
Kansas,1,49,131,14,64,7,35,"University of Kansas (Lawrence, KS) ",15nov2008,15,11,2008,2008,-28,0,0
Kansas,1,49,41,-13,64,34,7,"University of Kansas (Lawrence, KS) ",12sep2009,12,9,2009,2009,27,1,0
Kansas,1,49,130,-1.5,55,10,17,"University of Kansas (Lawrence, KS) ",07nov2009,7,11,2009,2009,-7,0,0
Kansas,1,49,Northern Colorado,,,49,3,"University of Kansas (Lawrence, KS) ",05sep2009,5,9,2009,2009,46,1,0
Kansas,1,49,55,4,43,17,31,"University of Kansas (Lawrence, KS) ",14nov2009,14,11,2009,2009,-14,0,0
Kansas,1,49,119,3.5,58.5,39,41,"University of Kansas (Lawrence, KS) ",28nov2009,28,11,2009,2009,-2,0,0
Kansas,1,49,101,-19.5,57.5,41,36,"University of Kansas (Lawrence, KS) ",10oct2009,10,10,2009,2009,5,1,0
Kansas,1,49,58,-11.5,58,35,28,"University of Kansas (Lawrence, KS) ",26sep2009,26,9,2009,2009,7,1,0
Kansas,1,49,131,28.5,57,20,51,"University of Kansas (Lawrence, KS) ",21nov2009,21,11,2009,2009,-31,0,0
Kansas,1,49,95,-23.5,51.5,44,16,"University of Kansas (Lawrence, KS) ",19sep2009,19,9,2009,2009,28,1,0
Kansas,1,49,139,8,55.5,13,35,"University of Kansas (Lawrence, KS) ",24oct2009,24,10,2009,2009,-22,0,0
Kansas,1,49,90,-8,55,30,34,"University of Kansas (Lawrence, KS) ",17oct2009,17,10,2009,2009,-4,0,0
Kansas,1,49,64,6.5,67,21,42,"University of Kansas (Lawrence, KS) ",31oct2009,31,10,2009,2009,-21,0,0
Kansas State,1,130,49,22,,7,38,"Kansas State University (Manhattan, KS) ",19oct1985,19,10,1985,1985,-31,0,0
Kansas State,1,130,53,31,,3,35,"Kansas State University (Manhattan, KS) ",09nov1985,9,11,1985,1985,-32,0,0
Kansas State,1,130,99,0,,10,22,"Kansas State University (Manhattan, KS) ",28sep1985,28,9,1985,1985,-12,0,0
Kansas State,1,130,119,15,,20,17,"Kansas State University (Manhattan, KS) ",26oct1985,26,10,1985,1985,3,1,0
Kansas State,1,130,90,24,,0,30,"Kansas State University (Manhattan, KS) ",23nov1985,23,11,1985,1985,-30,0,0
Kansas State,1,130,101,0,,14,21,"Kansas State University (Manhattan, KS) ",16nov1985,16,11,1985,1985,-7,0,0
Kansas State,1,130,139,31,,6,41,"Kansas State University (Manhattan, KS) ",05oct1985,5,10,1985,1985,-35,0,0
Kansas State,1,130,55,35,,3,41,"Kansas State University (Manhattan, KS) ",02nov1985,2,11,1985,1985,-38,0,0
Kansas State,1,130,110,15,,22,24,"Kansas State University (Manhattan, KS) ",21sep1985,21,9,1985,1985,-2,0,0
Kansas State,1,130,110,23,,22,35,"Kansas State University (Manhattan, KS) ",20sep1986,20,9,1986,1986,-13,0,0
Kansas State,1,130,119,3.5,,6,17,"Kansas State University (Manhattan, KS) ",25oct1986,25,10,1986,1986,-11,0,0
Kansas State,1,130,90,-21.5,,3,49,"Kansas State University (Manhattan, KS) ",22nov1986,22,11,1986,1986,-46,0,0
Kansas State,1,130,64,15,,7,41,"Kansas State University (Manhattan, KS) ",06sep1986,6,9,1986,1986,-34,0,0
Kansas State,1,130,101,13.5,,19,48,"Kansas State University (Manhattan, KS) ",15nov1986,15,11,1986,1986,-29,0,0
Kansas State,1,130,53,14,,3,23,"Kansas State University (Manhattan, KS) ",08nov1986,8,11,1986,1986,-20,0,0
Kansas State,1,130,55,41.5,,0,38,"Kansas State University (Manhattan, KS) ",01nov1986,1,11,1986,1986,-38,0,0
Kansas State,1,130,49,8,,29,12,"Kansas State University (Manhattan, KS) ",18oct1986,18,10,1986,1986,17,1,0
Kansas State,1,130,139,50,,10,56,"Kansas State University (Manhattan, KS) ",04oct1986,4,10,1986,1986,-46,0,0
Kansas State,1,130,55,52,,3,56,"Kansas State University (Manhattan, KS) ",24oct1987,24,10,1987,1987,-53,0,0
Kansas State,1,130,119,25,,10,34,"Kansas State University (Manhattan, KS) ",10oct1987,10,10,1987,1987,-24,0,0
Kansas State,1,130,90,29,,0,41,"Kansas State University (Manhattan, KS) ",21nov1987,21,11,1987,1987,-41,0,0
Kansas State,1,130,49,-3,,17,17,"Kansas State University (Manhattan, KS) ",07nov1987,7,11,1987,1987,0,0,1
Kansas State,1,130,101,9,,14,16,"Kansas State University (Manhattan, KS) ",14nov1987,14,11,1987,1987,-2,0,0
Kansas State,1,130,133,42,,13,38,"Kansas State University (Manhattan, KS) ",26sep1987,26,9,1987,1987,-25,0,0
Kansas State,1,130,97,9,,25,37,"Kansas State University (Manhattan, KS) ",03oct1987,3,10,1987,1987,-12,0,0
Kansas State,1,130,53,30.5,,7,56,"Kansas State University (Manhattan, KS) ",31oct1987,31,10,1987,1987,-49,0,0
Kansas State,1,130,139,57,,10,59,"Kansas State University (Manhattan, KS) ",17oct1987,17,10,1987,1987,-49,0,0
Kansas State,1,130,127,6,,14,41,"Kansas State University (Manhattan, KS) ",19sep1987,19,9,1987,1987,-27,0,0
Kansas State,1,130,90,33.5,,14,56,"Kansas State University (Manhattan, KS) ",19nov1988,19,11,1988,1988,-42,0,0
Kansas State,1,130,57,0,,28,31,"Kansas State University (Manhattan, KS) ",01oct1988,1,10,1988,1988,-3,0,0
Kansas State,1,130,48,21,,16,20,"Kansas State University (Manhattan, KS) ",17sep1988,17,9,1988,1988,-4,0,0
Kansas State,1,130,133,32.5,,10,45,"Kansas State University (Manhattan, KS) ",10sep1988,10,9,1988,1988,-35,0,0
Kansas State,1,130,53,38,,27,45,"Kansas State University (Manhattan, KS) ",29oct1988,29,10,1988,1988,-18,0,0
Kansas State,1,130,55,46,,3,48,"Kansas State University (Manhattan, KS) ",22oct1988,22,10,1988,1988,-45,0,0
Kansas State,1,130,97,15,,9,35,"Kansas State University (Manhattan, KS) ",03sep1988,3,9,1988,1988,-26,0,0
Kansas State,1,130,139,45,,24,70,"Kansas State University (Manhattan, KS) ",15oct1988,15,10,1988,1988,-46,0,0
Kansas State,1,130,49,-2.5,,12,30,"Kansas State University (Manhattan, KS) ",05nov1988,5,11,1988,1988,-18,0,0
Kansas State,1,130,101,15,,7,16,"Kansas State University (Manhattan, KS) ",12nov1988,12,11,1988,1988,-9,0,0
Kansas State,1,130,119,15,,21,52,"Kansas State University (Manhattan, KS) ",08oct1988,8,10,1988,1988,-31,0,0
Kansas State,1,130,53,23,,13,17,"Kansas State University (Manhattan, KS) ",14oct1989,14,10,1989,1989,-4,0,0
Kansas State,1,130,99,0,,20,17,"Kansas State University (Manhattan, KS) ",30sep1989,30,9,1989,1989,3,1,0
Kansas State,1,130,55,45.5,,7,58,"Kansas State University (Manhattan, KS) ",07oct1989,7,10,1989,1989,-51,0,0
Kansas State,1,130,101,17.5,,11,36,"Kansas State University (Manhattan, KS) ",04nov1989,4,11,1989,1989,-25,0,0
Kansas State,1,130,139,42,,19,42,"Kansas State University (Manhattan, KS) ",11nov1989,11,11,1989,1989,-23,0,0
Kansas State,1,130,112,25.5,,0,31,"Kansas State University (Manhattan, KS) ",09sep1989,9,9,1989,1989,-31,0,0
Kansas State,1,130,90,43.5,,11,59,"Kansas State University (Manhattan, KS) ",18nov1989,18,11,1989,1989,-48,0,0
Kansas State,1,130,119,9.5,,9,21,"Kansas State University (Manhattan, KS) ",21oct1989,21,10,1989,1989,-12,0,0
Kansas State,1,130,68,6,,20,37,"Kansas State University (Manhattan, KS) ",23sep1989,23,9,1989,1989,-17,0,0
Kansas State,1,130,49,0,,16,21,"Kansas State University (Manhattan, KS) ",28oct1989,28,10,1989,1989,-5,0,0
Kansas State,1,130,63,-4,,38,6,"Kansas State University (Manhattan, KS) ",29sep1990,29,9,1990,1990,32,1,0
Kansas State,1,130,55,32.5,,8,45,"Kansas State University (Manhattan, KS) ",06oct1990,6,10,1990,1990,-37,0,0
Kansas State,1,130,74,-12.5,,52,7,"Kansas State University (Manhattan, KS) ",15sep1990,15,9,1990,1990,45,1,0
Kansas State,1,130,68,5,,35,42,"Kansas State University (Manhattan, KS) ",22sep1990,22,9,1990,1990,-7,0,0
Kansas State,1,130,139,29,,7,34,"Kansas State University (Manhattan, KS) ",10nov1990,10,11,1990,1990,-27,0,0
Kansas State,1,130,90,32,,3,64,"Kansas State University (Manhattan, KS) ",17nov1990,17,11,1990,1990,-61,0,0
Kansas State,1,130,49,5,,24,27,"Kansas State University (Manhattan, KS) ",27oct1990,27,10,1990,1990,-3,0,0
Kansas State,1,130,119,8,,10,31,"Kansas State University (Manhattan, KS) ",20oct1990,20,10,1990,1990,-21,0,0
Kansas State,1,130,101,6.5,,28,14,"Kansas State University (Manhattan, KS) ",03nov1990,3,11,1990,1990,14,1,0
Kansas State,1,130,53,4,,23,17,"Kansas State University (Manhattan, KS) ",13oct1990,13,10,1990,1990,6,1,0
Kansas State,1,130,53,-8.5,,36,26,"Kansas State University (Manhattan, KS) ",23nov1991,23,11,1991,1991,10,1,0
Kansas State,1,130,54,39,,3,56,"Kansas State University (Manhattan, KS) ",28sep1991,28,9,1991,1991,-53,0,0
Kansas State,1,130,68,-10,,34,17,"Kansas State University (Manhattan, KS) ",21sep1991,21,9,1991,1991,17,1,0
Kansas State,1,130,139,21.5,,7,28,"Kansas State University (Manhattan, KS) ",02nov1991,2,11,1991,1991,-21,0,0
Kansas State,1,130,101,-4,,37,7,"Kansas State University (Manhattan, KS) ",09nov1991,9,11,1991,1991,30,1,0
Kansas State,1,130,119,-9.5,,32,0,"Kansas State University (Manhattan, KS) ",16nov1991,16,11,1991,1991,32,1,0
Kansas State,1,130,49,9,,16,12,"Kansas State University (Manhattan, KS) ",12oct1991,12,10,1991,1991,4,1,0
Kansas State,1,130,90,22.5,,0,10,"Kansas State University (Manhattan, KS) ",26oct1991,26,10,1991,1991,-10,0,0
Kansas State,1,130,55,32.5,,31,38,"Kansas State University (Manhattan, KS) ",19oct1991,19,10,1991,1991,-7,0,0
Kansas State,1,130,53,-3.5,,10,0,"Kansas State University (Manhattan, KS) ",21nov1992,21,11,1992,1992,10,1,0
Kansas State,1,130,90,21,,7,54,"Kansas State University (Manhattan, KS) ",24oct1992,24,10,1992,1992,-47,0,0
Kansas State,1,130,139,22,,14,16,"Kansas State University (Manhattan, KS) ",31oct1992,31,10,1992,1992,-2,0,0
Kansas State,1,130,55,29,,24,38,"Kansas State University (Manhattan, KS) ",05dec1992,5,12,1992,1992,-14,0,0
Kansas State,1,130,100,-14,,16,28,"Kansas State University (Manhattan, KS) ",17oct1992,17,10,1992,1992,-12,0,0
Kansas State,1,130,49,12.5,,7,31,"Kansas State University (Manhattan, KS) ",10oct1992,10,10,1992,1992,-24,0,0
Kansas State,1,130,74,-20,,19,0,"Kansas State University (Manhattan, KS) ",03oct1992,3,10,1992,1992,19,1,0
Kansas State,1,130,56,-13.5,,35,14,"Kansas State University (Manhattan, KS) ",26sep1992,26,9,1992,1992,21,1,0
Kansas State,1,130,119,4,,14,27,"Kansas State University (Manhattan, KS) ",14nov1992,14,11,1992,1992,-13,0,0
Kansas State,1,130,101,0,39.5,22,13,"Kansas State University (Manhattan, KS) ",05nov1992,5,11,1992,1992,9,1,0
Kansas State,1,130,90,14,,16,16,"Kansas State University (Manhattan, KS) ",23oct1993,23,10,1993,1993,0,0,1
Kansas State,1,130,108,0,,36,20,"Kansas State University (Manhattan, KS) ",25sep1993,25,9,1993,1993,16,1,0
Kansas State,1,130,140,2.5,,30,25,"Kansas State University (Manhattan, KS) ",18sep1993,18,9,1993,1993,5,1,0
Kansas State,1,130,74,-20,,34,10,"Kansas State University (Manhattan, KS) ",04sep1993,4,9,1993,1993,24,1,0
Kansas State,1,130,49,-2.5,,10,9,"Kansas State University (Manhattan, KS) ",09oct1993,9,10,1993,1993,1,1,0
Kansas State,1,130,53,-6,,21,17,"Kansas State University (Manhattan, KS) ",20nov1993,20,11,1993,1993,4,1,0
Kansas State,1,130,87,,48,52,17,"Kansas State University (Manhattan, KS) ",29dec1993,29,12,1993,1993,,,0
Kansas State,1,130,101,-7,,23,27,"Kansas State University (Manhattan, KS) ",06nov1993,6,11,1993,1993,-4,0,0
Kansas State,1,130,55,27.5,,28,45,"Kansas State University (Manhattan, KS) ",16oct1993,16,10,1993,1993,-17,0,0
Kansas State,1,130,119,-12,,31,21,"Kansas State University (Manhattan, KS) ",13nov1993,13,11,1993,1993,10,1,0
Kansas State,1,130,139,8,,21,7,"Kansas State University (Manhattan, KS) ",30oct1993,30,10,1993,1993,14,1,0
Kansas State,1,130,98,-14.5,,27,18,"Kansas State University (Manhattan, KS) ",17sep1994,17,9,1994,1994,9,1,0
Kansas State,1,130,108,-16,,42,3,"Kansas State University (Manhattan, KS) ",26nov1994,26,11,1994,1994,39,1,0
Kansas State,1,130,119,-15,,21,18,"Kansas State University (Manhattan, KS) ",12nov1994,12,11,1994,1994,3,1,0
Kansas State,1,130,90,14,,21,35,"Kansas State University (Manhattan, KS) ",22oct1994,22,10,1994,1994,-14,0,0
Kansas State,1,130,55,6.5,,6,17,"Kansas State University (Manhattan, KS) ",15oct1994,15,10,1994,1994,-11,0,0
Kansas State,1,130,101,-27,,38,20,"Kansas State University (Manhattan, KS) ",05nov1994,5,11,1994,1994,18,1,0
Kansas State,1,130,34,,42,7,12,"Kansas State University (Manhattan, KS) ",25dec1994,25,12,1994,1994,,,0
Kansas State,1,130,53,-17,,23,6,"Kansas State University (Manhattan, KS) ",19nov1994,19,11,1994,1994,17,1,0
Kansas State,1,130,49,2,37.5,21,13,"Kansas State University (Manhattan, KS) ",06oct1994,6,10,1994,1994,8,1,0
Kansas State,1,130,140,-9.5,,35,0,"Kansas State University (Manhattan, KS) ",24sep1994,24,9,1994,1994,35,1,0
Kansas State,1,130,38,-14,,34,6,"Kansas State University (Manhattan, KS) ",03sep1994,3,9,1994,1994,28,1,0
Kansas State,1,130,139,-2.5,,37,20,"Kansas State University (Manhattan, KS) ",29oct1994,29,10,1994,1994,17,1,0
Kansas State,1,130,55,23,,25,49,"Kansas State University (Manhattan, KS) ",21oct1995,21,10,1995,1995,-24,0,0
Kansas State,1,130,49,-1,,41,7,"Kansas State University (Manhattan, KS) ",28oct1995,28,10,1995,1995,34,1,0
Kansas State,1,130,139,-6,,49,10,"Kansas State University (Manhattan, KS) ",04nov1995,4,11,1995,1995,39,1,0
Kansas State,1,130,68,-26,,44,0,"Kansas State University (Manhattan, KS) ",30sep1995,30,9,1995,1995,44,1,0
Kansas State,1,130,46,-13.5,,23,21,"Kansas State University (Manhattan, KS) ",09sep1995,9,9,1995,1995,2,1,0
Kansas State,1,130,124,-40.5,,67,0,"Kansas State University (Manhattan, KS) ",23sep1995,23,9,1995,1995,67,1,0
Kansas State,1,130,53,-18,,23,17,"Kansas State University (Manhattan, KS) ",14oct1995,14,10,1995,1995,6,1,0
Kansas State,1,130,90,-4,51,17,27,"Kansas State University (Manhattan, KS) ",18nov1995,18,11,1995,1995,-10,0,0
Kansas State,1,130,101,-20.5,,49,7,"Kansas State University (Manhattan, KS) ",11nov1995,11,11,1995,1995,42,1,0
Kansas State,1,130,89,,41.5,54,21,"Kansas State University (Manhattan, KS) ",29dec1995,29,12,1995,1995,,,0
Kansas State,1,130,56,-24,,34,7,"Kansas State University (Manhattan, KS) ",02sep1995,2,9,1995,1995,27,1,0
Kansas State,1,130,119,-20.5,,30,0,"Kansas State University (Manhattan, KS) ",07oct1995,7,10,1995,1995,30,1,0
Kansas State,1,130,98,-21,,34,7,"Kansas State University (Manhattan, KS) ",21sep1996,21,9,1996,1996,27,1,0
